,biomass,coal,gas,geothermal,hydro,nuclear,oil,solar,wind,unknown,hydro_storage,production_total,consumption,imported
2019-01-02 13:15:00,5403.0,15126.0,4879.0,3.0,1492.0,9027.0,492.0,4604.0,29861.0,491.0,-631.0,70747.0,63334.0,-7413.0
2019-01-02 13:30:00,5423.0,15574.0,4983.0,3.0,1451.0,9033.0,491.0,3940.0,29116.0,491.0,-796.0,69709.0,63198.0,-6511.0
2019-01-02 13:45:00,5405.0,15982.0,5044.0,3.0,1417.0,9014.0,492.0,3268.0,28554.0,491.0,-871.0,68799.0,62994.0,-5805.0
2019-01-02 14:00:00,5419.0,16475.0,5016.0,3.0,1462.0,9040.0,490.0,2494.0,27730.0,491.0,-748.0,67872.0,63663.0,-4209.0
2019-01-02 14:15:00,5419.0,17342.0,5024.0,3.0,1543.0,9058.0,492.0,1737.0,26993.0,491.0,-740.0,67362.0,63301.0,-4061.0
2019-01-02 14:30:00,5412.0,17964.0,5103.0,3.0,1437.0,9051.0,491.0,1132.0,27117.0,492.0,-527.0,67675.0,63290.0,-4385.0
2019-01-02 14:45:00,5411.0,18628.0,5106.0,3.0,1501.0,9095.0,492.0,637.0,26840.0,492.0,-396.0,67809.0,63162.0,-4647.0
2019-01-02 15:00:00,5410.0,19222.0,5290.0,3.0,1368.0,9089.0,493.0,252.0,26132.0,491.0,-1164.0,66586.0,63434.0,-3152.0
2019-01-02 15:15:00,5416.0,19971.0,5329.0,3.0,1370.0,9223.0,491.0,72.0,25690.0,492.0,-1047.0,67010.0,63323.0,-3687.0
2019-01-02 15:30:00,5400.0,20505.0,5391.0,3.0,1411.0,9256.0,494.0,8.0,25173.0,492.0,-1599.0,66534.0,64537.0,-1997.0
2019-01-02 15:45:00,5416.0,20741.0,5514.0,3.0,1654.0,9266.0,493.0,0.0,25239.0,492.0,-2152.0,66666.0,65866.0,-800.0
2019-01-02 16:00:00,5356.0,20828.0,5494.0,3.0,1405.0,9227.0,492.0,0.0,25242.0,492.0,-2154.0,66385.0,67678.0,1293.0
2019-01-02 16:15:00,5367.0,21041.0,5547.0,3.0,1449.0,9255.0,491.0,0.0,24854.0,497.0,-2049.0,66455.0,68322.0,1867.0
2019-01-02 16:30:00,5430.0,21198.0,5592.0,3.0,1436.0,9251.0,492.0,0.0,24194.0,497.0,-2291.0,65802.0,68368.0,2566.0
2019-01-02 16:45:00,5427.0,21338.0,5609.0,3.0,1515.0,9257.0,492.0,0.0,23686.0,497.0,-2730.0,65094.0,68681.0,3587.0
2019-01-02 17:00:00,5432.0,21458.0,5828.0,3.0,1475.0,9208.0,491.0,0.0,23270.0,497.0,-2720.0,64942.0,68572.0,3630.0
2019-01-02 17:15:00,5425.0,21506.0,5833.0,3.0,1472.0,9203.0,490.0,0.0,22953.0,497.0,-2820.0,64562.0,68277.0,3715.0
2019-01-02 17:30:00,5412.0,21739.0,5857.0,3.0,1502.0,9205.0,493.0,0.0,22373.0,497.0,-2591.0,64490.0,67998.0,3508.0
2019-01-02 17:45:00,5429.0,21918.0,5870.0,3.0,1508.0,9177.0,492.0,0.0,22013.0,497.0,-2555.0,64352.0,67787.0,3435.0
2019-01-02 18:00:00,5425.0,21889.0,5944.0,3.0,1574.0,9137.0,493.0,0.0,21484.0,498.0,-2875.0,63572.0,67367.0,3795.0
2019-01-02 18:15:00,5431.0,21881.0,5955.0,3.0,1544.0,9126.0,493.0,0.0,21190.0,498.0,-2711.0,63410.0,66564.0,3154.0
